Energy,CF_2,HF,CF_3,CH,CF,CHF,CHF_2,C,F
3828.5,0.1065736104174717,0.0516655536210527,0.2286699662560286,0.0488732153043228,0.0922926033874919,0.094123100689813,0.1720304826556458,0.0418231166480288,0.0384982539746686
3829.0,0.1065623056688517,0.0516601712331122,0.2286454111587959,0.048868134043432,0.0922828414897553,0.09411314114287,0.1720120852719943,0.0418187986002301,0.0384943012798944
3829.5,0.1065510034848316,0.051654790047356,0.2286208616893293,0.0488630539154582,0.0922730818012302,0.0941031838506459,0.1719936920905748,0.0418144815092317,0.0384903494565884
3830.0,0.1065397038645175,0.0516494100633713,0.2285963178456487,0.0488579749200132,0.0922633243211485,0.0940932288123567,0.1719753031099136,0.0418101653747079,0.0384863985044552
3830.5,0.1065284068070163,0.0516440312807455,0.2285717796257751,0.0488528970567088,0.0922535690487426,0.0940832760272184,0.1719569183285375,0.0418058501963328,0.0384824484231997
3831.0,0.106517112311435,0.0516386536990665,0.2285472470277303,0.0488478203251572,0.092243815983245,0.0940733254944476,0.171938537744974,0.0418015359737808,0.0384784992125267
3831.5,0.1065058203768813,0.0516332773179219,0.228522720049537,0.0488427447249705,0.0922340651238888,0.0940633772132614,0.1719201613577515,0.0417972227067264,0.0384745508721412
3832.0,0.106494531002463,0.0516279021368999,0.228498198689219,0.0488376702557613,0.0922243164699072,0.094053431182877,0.1719017891653988,0.0417929103948444,0.0384706034017483
3832.5,0.1064832441872886,0.0516225281555888,0.2284736829448009,0.0488325969171422,0.092214570020534,0.094043487402512,0.1718834211664456,0.0417885990378094,0.0384666568010534
3833.0,0.1064719599304668,0.0516171553735768,0.2284491728143082,0.048827524708726,0.0922048257750033,0.0940335458713844,0.1718650573594222,0.0417842886352966,0.0384627110697619
3833.5,0.106460678231107,0.0516117837904527,0.2284246682957676,0.0488224536301257,0.0921950837325494,0.0940236065887128,0.1718466977428596,0.041779979186981,0.0384587662075794
3834.0,0.1064493990883186,0.0516064134058052,0.2284001693872064,0.0488173836809545,0.0921853438924072,0.0940136695537158,0.1718283423152898,0.0417756706925379,0.0384548222142114
3834.5,0.1064381225012119,0.0516010442192233,0.2283756760866531,0.0488123148608256,0.0921756062538119,0.0940037347656126,0.1718099910752449,0.0417713631516428,0.038450879089364
3835.0,0.1064268484688972,0.0515956762302963,0.2283511883921369,0.0488072471693526,0.0921658708159988,0.0939938022236227,0.1717916440212581,0.0417670565639711,0.0384469368327429
3835.5,0.1064155769904854,0.0515903094386135,0.2283267063016882,0.0488021806061492,0.0921561375782038,0.093983871926966,0.1717733011518634,0.0417627509291987,0.0384429954440543
3836.0,0.106404308065088,0.0515849438437645,0.2283022298133381,0.0487971151708294,0.0921464065396633,0.0939739438748626,0.1717549624655951,0.0417584462470013,0.0384390549230045
3836.5,0.1063930416918165,0.051579579445339,0.2282777589251187,0.048792050863007,0.0921366776996137,0.0939640180665331,0.1717366279609884,0.0417541425170551,0.0384351152692998
3837.0,0.1063817778697832,0.051574216242927,0.2282532936350632,0.0487869876822965,0.092126951057292,0.0939540945011987,0.1717182976365794,0.0417498397390361,0.0384311764826467
3837.5,0.1063705165981006,0.0515688542361186,0.2282288339412054,0.0487819256283121,0.0921172266119355,0.0939441731780804,0.1716999714909044,0.0417455379126207,0.0384272385627518
3838.0,0.1063592578758818,0.0515634934245042,0.2282043798415803,0.0487768647006686,0.0921075043627818,0.0939342540964001,0.1716816495225009,0.0417412370374854,0.0384233015093219
3838.5,0.10634800170224,0.0515581338076742,0.2281799313342239,0.0487718048989806,0.0920977843090689,0.0939243372553799,0.1716633317299066,0.0417369371133067,0.0384193653220638
3839.0,0.1063367480762891,0.0515527753852193,0.2281554884171728,0.0487667462228631,0.0920880664500352,0.093914422654242,0.1716450181116605,0.0417326381397615,0.0384154300006848
3839.5,0.1063254969971433,0.0515474181567306,0.2281310510884648,0.0487616886719312,0.0920783507849194,0.0939045102922093,0.1716267086663016,0.0417283401165266,0.0384114955448918
3840.0,0.1063142484639174,0.0515420621217989,0.2281066193461384,0.0487566322458003,0.0920686373129607,0.093894600168505,0.1716084033923702,0.041724043043279,0.0384075619543921
3840.5,0.1063030024757263,0.0515367072800157,0.2280821931882334,0.0487515769440858,0.0920589260333983,0.0938846922823526,0.1715901022884069,0.0417197469196961,0.0384036292288933
3841.0,0.1062917590316855,0.0515313536309723,0.2280577726127901,0.0487465227664033,0.0920492169454721,0.0938747866329758,0.1715718053529531,0.0417154517454551,0.0383996973681029
3841.5,0.1062805181309108,0.0515260011742605,0.2280333576178501,0.0487414697123688,0.0920395100484223,0.0938648832195991,0.1715535125845509,0.0417111575202336,0.0383957663717286
3842.0,0.1062692797725187,0.051520649909472,0.2280089482014556,0.0487364177815982,0.0920298053414892,0.0938549820414469,0.1715352239817431,0.0417068642437092,0.0383918362394782
